-10,97.708
-9,98.134
-8,98.208
-7,98.097
-6,97.981
-5,97.808
-4,97.495
-3,96.991
-2,96.505
-1,96.127
0,95.749
1,94.341
2,92.788
3,90.47
4,86.309
5,78.86
6,71.594
7,61.476
8,49.742
9,39.846
10,31.566
11,24.809
12,19.163
13,14.533
14,10.175
15,8.095
16,6.046
17,4.233
18,3.771
19,2.601
20,1.352
21,1.01
22,0.847
23,0.68
24,0.581
25,0.581
26,0.581
27,0.581
28,0.581
29,0.581
30,0.581
31,0.581
32,0.581
