-10,77.12
-9,78.091
-8,79.421
-7,80.808
-6,81.83
-5,82.268
-4,82.976
-3,84.055
-2,84.605
-1,84.744
0,84.314
1,83.033
2,80.857
3,77.014
4,72.16
5,64.539
6,53.999
7,41.268
8,26.634
9,14.511
10,8.592
11,3.898
12,1.914
13,0.879
14,0.72
15,0.68
16,0.643
17,0.666
18,0.573
19,0.573
20,0.573
21,0.573
22,0.573
23,0.573
24,0.573
25,0.573
26,0.573
27,0.573
28,0.573
29,0.573
30,0.573
31,0.573
32,0.573
